,sex,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,schoolsup_encoded,famsup_encoded,paid_encoded,activities_encoded,nursery_encoded,higher_encoded,internet_encoded,romantic_encoded,school_MS,address_U,famsize_LE3,Pstatus_T,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,G3_prediction
157,1,15,2,1,2,1,0,4,4,2,1,1,5,0,11,10,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
158,1,15,3,2,1,2,1,3,3,2,1,1,3,2,11,11,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
159,1,15,1,2,1,2,0,4,3,2,1,1,5,6,13,12,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
160,1,15,1,2,1,2,0,2,3,4,2,4,1,6,11,11,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,0,16,4,4,1,1,0,3,3,2,2,1,5,16,9,9,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
162,0,15,2,1,4,1,0,4,5,5,2,5,5,0,12,11,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
163,0,18,1,1,1,1,2,2,3,5,2,5,4,0,11,9,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
164,0,16,2,1,1,1,1,4,4,4,3,5,5,6,9,10,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
165,1,15,3,3,2,3,0,4,2,1,2,3,3,2,13,13,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
166,0,19,3,2,1,1,0,4,5,4,1,1,4,6,11,9,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
167,1,17,4,4,1,1,0,4,2,1,1,1,4,0,13,13,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
168,0,15,2,3,1,2,0,4,4,4,1,1,1,0,7,8,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
169,0,17,1,2,1,1,3,2,2,2,3,3,5,14,9,8,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
170,1,18,1,1,3,1,3,5,2,5,1,5,4,6,11,10,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
171,0,16,2,2,3,1,0,4,2,2,1,2,3,4,12,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
172,0,16,3,3,1,2,1,4,5,5,4,4,5,0,10,10,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
173,0,16,1,2,2,1,2,4,4,5,3,5,5,0,9,8,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
174,0,17,2,1,2,1,1,3,3,2,2,2,5,8,8,8,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
175,0,17,3,2,2,2,2,4,4,4,1,4,3,4,7,6,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
176,0,15,1,2,2,1,0,4,4,4,2,4,5,2,8,9,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
177,0,16,1,3,1,1,1,5,3,3,1,4,2,2,9,8,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,0,17,1,1,4,2,0,5,3,5,1,5,5,0,8,8,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
179,0,17,3,2,2,1,3,4,5,2,1,1,2,10,8,7,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
180,0,16,2,2,1,2,0,4,3,5,2,4,4,0,9,10,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
181,1,16,4,2,1,2,0,4,2,3,1,1,3,0,17,17,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
182,1,16,2,2,1,2,0,5,1,5,1,1,4,0,12,12,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
183,1,16,4,4,1,2,0,4,4,2,1,1,3,0,16,16,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
184,0,16,3,4,3,1,1,3,4,5,2,4,2,4,9,9,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
185,0,16,1,0,2,2,0,4,3,2,1,1,3,0,16,17,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
186,0,17,4,4,1,2,0,4,4,4,1,3,5,0,11,9,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
187,1,16,1,3,1,2,0,4,3,5,1,1,3,0,14,13,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
188,1,16,3,3,2,2,0,4,4,5,1,1,4,0,14,14,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
189,0,17,4,3,2,2,0,4,4,4,4,4,4,0,10,11,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
190,1,16,2,2,2,2,0,3,4,4,1,4,5,0,13,12,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1
191,0,17,3,3,1,2,0,4,3,4,1,4,4,4,11,9,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
192,0,16,4,2,1,1,0,4,3,3,3,4,3,8,10,9,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
193,0,17,4,3,1,2,0,5,2,3,1,1,2,4,11,11,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
194,0,16,4,3,1,2,0,3,4,3,2,3,3,4,11,10,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
195,0,16,3,3,1,2,0,4,2,3,1,2,3,0,11,12,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
196,1,17,2,4,1,2,0,5,4,2,2,3,5,0,17,18,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
197,1,17,3,3,1,2,0,5,3,3,2,3,1,32,14,13,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
198,1,16,3,2,1,2,0,1,2,2,1,2,1,8,14,15,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
199,0,17,3,3,1,2,0,4,3,4,2,3,4,6,11,13,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1
200,0,16,1,2,1,1,0,3,3,3,1,2,3,0,10,9,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
201,0,16,2,1,1,2,0,4,2,3,1,2,5,0,13,14,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
202,1,17,3,3,1,2,0,3,3,3,1,3,3,10,12,13,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
203,0,17,1,2,1,2,0,3,1,3,1,5,3,6,9,9,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
204,1,16,2,3,1,2,0,4,3,3,1,1,2,6,12,12,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
205,1,17,1,1,1,2,0,5,3,3,1,1,3,0,12,11,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
206,0,17,1,2,2,2,0,4,4,4,4,5,5,16,10,11,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
207,0,16,3,3,1,1,0,4,3,2,3,4,5,0,11,10,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
208,0,16,2,3,2,1,0,5,3,3,1,1,3,0,13,12,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
209,1,17,2,4,1,2,0,4,3,2,1,1,5,8,14,15,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
210,0,17,4,4,1,1,0,5,2,3,1,2,5,4,13,13,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
211,0,16,3,3,3,1,0,3,3,4,3,5,3,16,10,11,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1
212,1,17,4,4,2,1,1,4,2,4,2,3,2,30,14,15,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1
213,1,16,4,4,1,2,0,4,5,2,1,2,3,0,11,10,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
214,1,16,4,3,1,2,0,4,3,5,1,5,2,2,14,14,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1
215,1,16,2,3,1,2,0,4,4,3,1,3,4,4,11,12,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
216,1,17,1,1,1,2,0,4,4,4,1,3,1,0,14,15,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
217,1,17,2,2,1,1,0,5,3,2,1,2,3,21,13,13,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
218,1,16,2,2,2,4,0,5,3,5,1,1,5,6,13,13,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1
219,1,17,3,4,1,3,1,4,4,3,3,4,5,14,8,9,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
220,1,16,3,1,1,2,0,2,3,3,2,2,4,2,11,11,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
221,1,16,4,3,1,2,0,1,3,2,1,1,1,4,14,15,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
222,1,16,1,1,2,1,0,4,3,2,1,4,5,2,12,13,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1
223,1,17,4,3,2,3,0,4,4,2,1,1,4,0,11,12,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1
224,1,19,3,3,1,4,0,4,3,3,1,2,3,4,12,12,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1
225,0,17,4,4,1,2,0,5,3,5,4,5,3,15,13,12,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
226,1,16,2,2,1,2,0,3,3,4,1,1,4,0,13,13,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
227,0,18,2,2,1,2,0,4,4,4,2,4,5,10,12,11,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
228,1,17,4,4,1,1,0,5,2,1,1,2,3,6,12,11,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
229,1,17,3,2,2,2,0,4,4,4,1,3,1,2,14,16,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
230,1,17,4,3,1,2,0,3,4,5,2,4,1,16,11,9,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
231,0,18,3,3,1,2,0,3,2,4,2,4,4,10,10,10,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
232,1,17,2,3,2,1,0,3,3,3,1,4,3,4,12,13,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
233,1,17,2,2,1,3,0,4,3,3,1,1,4,0,12,12,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
234,1,17,2,1,2,2,0,4,2,5,1,2,5,0,11,10,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
235,1,17,1,1,1,3,0,4,3,4,1,1,5,12,12,12,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
236,1,16,2,3,1,2,0,2,3,1,1,1,3,0,13,13,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
237,0,18,2,2,2,2,3,3,3,3,5,5,4,9,10,9,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
238,1,16,4,4,1,3,0,5,3,2,1,1,5,4,15,16,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1
239,1,18,3,1,1,2,0,5,3,3,1,1,4,4,8,8,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
240,1,17,3,2,1,2,0,5,3,4,1,3,3,2,17,18,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
241,0,17,2,3,1,2,0,5,3,3,1,3,3,0,10,11,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
242,0,18,2,1,4,2,0,4,3,2,4,5,3,2,9,10,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
243,1,17,2,1,2,3,0,3,2,3,1,2,3,0,15,15,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
244,1,17,4,3,1,2,0,3,2,3,1,2,3,0,14,12,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
245,0,17,2,2,2,2,0,4,5,2,1,1,1,0,12,13,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
246,0,17,4,4,1,2,0,4,5,5,1,3,2,0,13,13,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
247,0,16,4,4,1,2,0,4,2,4,2,4,1,0,13,13,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
248,0,16,1,1,2,2,0,3,4,2,1,1,5,2,9,9,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
249,0,16,3,2,2,3,0,5,3,3,1,3,2,0,12,12,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
250,0,17,2,2,1,2,0,4,4,2,5,5,4,0,16,16,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
251,1,16,2,1,1,1,0,4,5,2,1,1,5,4,9,10,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
252,1,16,4,1,1,2,0,5,3,3,1,2,5,0,14,13,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
253,1,18,2,4,2,2,1,4,3,3,1,1,3,18,10,10,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
254,1,18,2,2,1,2,1,5,3,1,1,1,5,16,9,8,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
255,1,18,3,3,2,1,1,4,1,1,1,1,3,14,8,7,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
256,0,18,2,2,1,1,1,4,4,3,2,2,1,26,7,8,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
257,0,17,4,4,1,1,0,4,2,1,1,2,5,6,10,8,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
258,1,17,3,2,1,2,0,5,4,2,1,1,3,4,14,14,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
259,1,17,1,1,1,3,0,4,3,2,1,2,4,10,11,10,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
260,1,16,1,2,1,1,0,5,3,5,1,2,5,4,12,11,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
261,1,17,2,1,3,2,0,2,1,1,1,1,3,2,13,13,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
262,1,17,1,4,4,1,1,5,5,4,1,1,5,14,9,9,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
263,0,18,2,2,1,2,0,5,5,4,3,5,2,16,8,7,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
264,1,17,2,2,1,1,1,3,1,2,1,1,1,8,11,9,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
265,1,17,1,1,2,3,0,4,3,3,1,3,5,4,15,14,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
266,1,17,4,2,1,2,0,4,3,2,1,1,4,4,15,14,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
267,0,17,4,3,2,2,0,2,5,5,1,4,5,8,15,15,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
268,0,17,4,4,2,2,0,3,3,3,2,3,4,0,12,12,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
269,0,16,4,3,1,1,0,5,4,5,1,1,3,7,14,14,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
270,0,16,4,4,1,1,0,5,3,2,1,2,5,4,14,15,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
271,1,17,4,4,1,2,0,5,3,1,1,4,5,2,11,11,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
272,0,17,1,1,2,3,0,4,3,3,1,1,1,2,13,14,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
273,1,17,3,3,2,3,0,4,2,2,2,3,5,10,11,11,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
274,1,17,1,1,1,2,0,4,3,2,1,1,4,10,10,9,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
275,1,18,2,1,2,3,0,4,4,4,1,1,3,10,12,10,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
276,0,16,2,1,3,1,0,4,3,3,1,1,4,7,15,16,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
277,1,17,1,1,1,2,0,4,3,4,1,2,5,4,11,10,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
278,0,17,2,3,2,1,0,5,2,2,1,1,2,2,9,12,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
279,0,22,3,1,1,1,3,5,4,5,5,5,1,12,7,8,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
280,0,18,3,3,1,2,0,4,3,3,1,3,5,8,10,9,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
281,0,16,0,2,1,1,0,4,3,2,2,4,5,0,11,12,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
282,0,18,3,2,2,1,0,4,4,5,2,4,5,8,7,8,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
283,0,16,3,3,3,2,1,5,3,3,1,3,2,4,9,11,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
284,0,18,2,1,1,1,2,3,2,5,2,5,5,4,7,8,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
285,0,16,2,1,2,1,0,3,3,2,1,3,3,2,14,13,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
286,0,17,2,1,1,1,0,4,4,2,2,4,5,0,12,12,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
287,0,17,1,1,2,1,1,4,4,4,1,2,5,0,9,10,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
288,1,18,2,1,1,2,0,4,3,4,1,3,5,2,12,12,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
289,1,17,4,2,1,4,0,4,2,3,1,1,4,2,14,15,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
290,1,19,2,2,1,2,0,4,3,3,1,1,5,0,10,10,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
291,0,18,2,1,3,2,1,4,4,5,4,4,5,4,11,10,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
292,1,17,4,2,1,3,0,4,3,4,1,3,5,2,11,12,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
293,1,18,1,1,1,3,0,4,4,3,2,3,3,4,11,12,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
294,1,18,2,2,1,2,0,3,2,3,1,1,5,4,11,11,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
295,0,19,4,3,1,2,0,4,3,1,1,1,1,4,11,13,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
296,0,18,2,1,1,2,0,5,2,4,1,2,4,2,16,16,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
297,0,17,2,2,2,1,0,5,2,2,1,1,4,0,9,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
298,1,17,2,2,1,4,0,3,4,1,1,1,2,2,10,11,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
299,1,20,2,1,2,2,0,1,2,3,1,2,2,8,10,12,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
300,1,18,4,3,1,2,0,3,1,2,1,3,2,2,15,15,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
301,0,18,4,3,1,2,0,4,3,2,1,1,3,2,10,10,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
302,0,18,3,2,1,3,0,5,3,2,1,1,3,2,10,11,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
303,1,17,3,3,1,3,0,3,2,3,1,1,4,2,15,12,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
304,1,18,2,2,1,3,0,4,3,3,1,1,3,0,11,12,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
305,0,17,2,2,2,1,0,4,4,4,2,3,4,8,8,8,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
306,0,18,3,4,2,2,0,4,2,5,3,4,1,6,15,16,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
307,0,17,3,1,1,2,0,5,4,4,3,4,5,0,11,11,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
308,1,18,4,4,2,2,0,4,3,4,2,2,4,8,10,11,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1
309,0,18,4,2,1,2,0,5,4,5,1,3,5,4,10,12,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
310,1,18,2,1,2,2,0,4,3,5,1,2,3,12,8,9,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
311,1,19,3,3,1,2,0,4,3,5,3,3,5,16,11,12,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1
312,1,18,2,3,1,4,0,4,5,5,1,3,2,10,16,16,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
313,1,18,1,1,2,2,0,4,4,3,1,1,3,2,13,13,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
314,0,17,1,2,1,2,0,3,5,2,2,2,1,2,16,17,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
315,1,18,2,1,1,2,0,4,2,5,1,2,1,8,14,14,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1
